add1,add2,score,mechs,rank
甘氨鹅脱氧胆酸钠,8-二碘二苯并噻吩,0.35,{'Hbond'},594
甘氨鹅脱氧胆酸钠,六氟磷酸钾,0.35,{'Hbond'},595
甘氨鹅脱氧胆酸钠,二苯并呋喃,0.35,{'Hbond'},596
甘氨鹅脱氧胆酸钠,三氟甲磺酸钠,0.35,{'Hbond'},597
甘氨鹅脱氧胆酸钠,山梨酸钾,0.35,{'Hbond'},598
甘氨鹅脱氧胆酸钠,2-噻吩甲胺氢碘酸盐,0.35,{'Hbond'},599
2-b]噻吩,N-碘代丁二酰亚胺,0.35,{'Hbond'},600
甘氨鹅脱氧胆酸钠,香豆素,0.35,{'Hbond'},601
甘氨鹅脱氧胆酸钠,二甲胺氢碘酸盐,0.35,{'Hbond'},602
甘氨鹅脱氧胆酸钠,褪黑素,0.35,{'Hbond'},603
2-乙酰基吡嗪,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},604
2-乙酰基吡嗪,N-碘代丁二酰亚胺,0.35,{'Hbond'},605
2-乙酰基吡嗪,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},606
2-乙酰基吡嗪,L-高精氨酸盐酸盐,0.35,{'Lewis'},607
甘氨鹅脱氧胆酸钠,β-环糊精,0.35,{'Hbond'},608
2-b]噻吩,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},609
甲亢平,苯基三甲基溴化铵,0.35,{'Lewis'},610
甲亢平,二甲氨基硫代乙酰胺盐酸盐,0.35,{'Lewis'},611
甲亢平,3-二氨基丙烷二氢溴酸盐,0.35,{'Lewis'},612
甲亢平,2-b]噻吩,0.35,{'Lewis'},613
10-菲咯啉,醋酸甲脒,0.35,{'Lewis'},614
哌嗪单盐酸盐,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},615
哌嗪单盐酸盐,N-碘代丁二酰亚胺,0.35,{'Hbond'},616
哌嗪单盐酸盐,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},617
哌嗪单盐酸盐,L-高精氨酸盐酸盐,0.35,{'Lewis'},618
甲亢平,甲基丙烯酸二甲氨基乙酯,0.35,{'Lewis'},619
哌嗪单盐酸盐,对苯二甲胺,0.35,{'Lewis'},620
甲亢平,对苯二甲胺,0.35,{'Lewis'},621
哌嗪单盐酸盐,醋酸甲脒,0.35,{'Lewis'},622
哌嗪单盐酸盐,10-菲咯啉,0.35,{'Lewis'},623
10-菲咯啉,对苯二甲胺,0.35,{'Lewis'},624
β-环糊精,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},625
β-环糊精,N-碘代丁二酰亚胺,0.35,{'Hbond'},626
β-环糊精,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},627
β-环糊精,L-高精氨酸盐酸盐,0.35,{'Lewis'},628
甲亢平,2-乙酰基吡嗪,0.35,{'Lewis'},629
β-环糊精,对苯二甲胺,0.35,{'Lewis'},630
β-环糊精,醋酸甲脒,0.35,{'Lewis'},631
甲亢平,L-高精氨酸盐酸盐,0.35,{'Lewis'},632
β-环糊精,10-菲咯啉,0.35,{'Lewis'},633
10-菲咯啉,甲基丙烯酸二甲氨基乙酯,0.35,{'Lewis'},634
10-菲咯啉,2-b]噻吩,0.35,{'Lewis'},635
甲亢平,8-二碘二苯并噻吩,0.35,{'Lewis'},636
甲亢平,"2,4-二氨基-6-氯嘧啶",0.35,{'Lewis'},637
二甲胺氢碘酸盐,褪黑素,0.35,{'Hbond'},638
甲亢平,二苯并呋喃,0.35,{'Lewis'},639
甲亢平,三氟甲磺酸钠,0.35,{'Lewis'},640
甲亢平,山梨酸钾,0.35,{'Lewis'},641
甲亢平,5-三(2-噻吩基)苯,0.35,{'Lewis'},642
甲亢平,3-巯基苯甲酸,0.35,{'Lewis'},643
甲亢平,8-辛二胺氢碘酸盐,0.35,{'Lewis'},644
甲亢平,2-噻吩甲胺氢碘酸盐,0.35,{'Lewis'},645
甲亢平,香豆素,0.35,{'Lewis'},646
甲亢平,二甲胺氢碘酸盐,0.35,{'Lewis'},647
10-菲咯啉,2-乙酰基吡嗪,0.35,{'Lewis'},648
甲亢平,S-乙基异硫脲氢溴酸盐,0.35,{'Lewis'},649
甲亢平,盐酸盐,0.35,{'Lewis'},650
甲亢平,β-环糊精,0.35,{'Lewis'},651
甲亢平,哌嗪单盐酸盐,0.35,{'Lewis'},652
甲亢平,10-菲咯啉,0.35,{'Lewis'},653
10-菲咯啉,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},654
10-菲咯啉,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},655
10-菲咯啉,L-高精氨酸盐酸盐,0.35,{'Lewis'},656
甲亢平,醋酸甲脒,0.35,{'Lewis'},657
二甲胺氢碘酸盐,盐酸盐,0.35,{'Lewis'},658
"2,4-二氨基-6-氯嘧啶",10-菲咯啉,0.35,{'Lewis'},659
二甲胺氢碘酸盐,S-乙基异硫脲氢溴酸盐,0.35,{'Lewis'},660
3-巯基苯甲酸,对苯二甲胺,0.35,{'Lewis'},661
山梨酸钾,L-高精氨酸盐酸盐,0.35,{'Lewis'},662
山梨酸钾,对苯二甲胺,0.35,{'Lewis'},663
二甲氨基硫代乙酰胺盐酸盐,甲基丙烯酸二甲氨基乙酯,0.35,{'Lewis'},664
二甲氨基硫代乙酰胺盐酸盐,对苯二甲胺,0.35,{'Lewis'},665
山梨酸钾,10-菲咯啉,0.35,{'Lewis'},666
山梨酸钾,盐酸盐,0.35,{'Lewis'},667
山梨酸钾,褪黑素,0.35,{'Hbond'},668
山梨酸钾,S-乙基异硫脲氢溴酸盐,0.35,{'Lewis'},669
山梨酸钾,"2,4-二氨基-6-氯嘧啶",0.35,{'Lewis'},670
山梨酸钾,8-辛二胺氢碘酸盐,0.35,{'Lewis'},671
山梨酸钾,3-巯基苯甲酸,0.35,{'Lewis'},672
三氟甲磺酸钠,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},673
三氟甲磺酸钠,N-碘代丁二酰亚胺,0.35,{'Hbond'},674
三氟甲磺酸钠,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},675
三氟甲磺酸钠,L-高精氨酸盐酸盐,0.35,{'Lewis'},676
二甲氨基硫代乙酰胺盐酸盐,2-b]噻吩,0.35,{'Lewis'},677
三氟甲磺酸钠,对苯二甲胺,0.35,{'Lewis'},678
二甲氨基硫代乙酰胺盐酸盐,2-乙酰基吡嗪,0.35,{'Lewis'},679
三氟甲磺酸钠,醋酸甲脒,0.35,{'Lewis'},680
三氟甲磺酸钠,10-菲咯啉,0.35,{'Lewis'},681
三氟甲磺酸钠,盐酸盐,0.35,{'Lewis'},682
三氟甲磺酸钠,褪黑素,0.35,{'Hbond'},683
三氟甲磺酸钠,S-乙基异硫脲氢溴酸盐,0.35,{'Lewis'},684
三氟甲磺酸钠,"2,4-二氨基-6-氯嘧啶",0.35,{'Lewis'},685
三氟甲磺酸钠,8-辛二胺氢碘酸盐,0.35,{'Lewis'},686
三氟甲磺酸钠,3-巯基苯甲酸,0.35,{'Lewis'},687
二苯并呋喃,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},688
二苯并呋喃,N-碘代丁二酰亚胺,0.35,{'Hbond'},689
二苯并呋喃,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},690
山梨酸钾,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},691
山梨酸钾,N-碘代丁二酰亚胺,0.35,{'Hbond'},692
山梨酸钾,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},693
3-巯基苯甲酸,8-辛二胺氢碘酸盐,0.35,{'Lewis'},694
二甲氨基硫代乙酰胺盐酸盐,S-乙基异硫脲氢溴酸盐,0.35,{'Lewis'},695
3-巯基苯甲酸,醋酸甲脒,0.35,{'Lewis'},696
二甲氨基硫代乙酰胺盐酸盐,盐酸盐,0.35,{'Lewis'},697
二甲氨基硫代乙酰胺盐酸盐,β-环糊精,0.35,{'Lewis'},698
3-巯基苯甲酸,哌嗪单盐酸盐,0.35,{'Lewis'},699
3-巯基苯甲酸,β-环糊精,0.35,{'Lewis'},700
3-巯基苯甲酸,盐酸盐,0.35,{'Lewis'},701
二甲氨基硫代乙酰胺盐酸盐,哌嗪单盐酸盐,0.35,{'Lewis'},702
3-巯基苯甲酸,S-乙基异硫脲氢溴酸盐,0.35,{'Lewis'},703
3-巯基苯甲酸,二甲胺氢碘酸盐,0.35,{'Lewis'},704
3-巯基苯甲酸,"2,4-二氨基-6-氯嘧啶",0.35,{'Lewis'},705
3-巯基苯甲酸,香豆素,0.35,{'Lewis'},706
3-巯基苯甲酸,2-噻吩甲胺氢碘酸盐,0.35,{'Lewis'},707
5-三(2-噻吩基)苯,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},708
5-三(2-噻吩基)苯,3-巯基苯甲酸,0.35,{'Lewis'},709
5-三(2-噻吩基)苯,N-碘代丁二酰亚胺,0.35,{'Hbond'},710
5-三(2-噻吩基)苯,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},711
5-三(2-噻吩基)苯,L-高精氨酸盐酸盐,0.35,{'Lewis'},712
二甲氨基硫代乙酰胺盐酸盐,10-菲咯啉,0.35,{'Lewis'},713
5-三(2-噻吩基)苯,对苯二甲胺,0.35,{'Lewis'},714
二甲氨基硫代乙酰胺盐酸盐,醋酸甲脒,0.35,{'Lewis'},715
5-三(2-噻吩基)苯,醋酸甲脒,0.35,{'Lewis'},716
5-三(2-噻吩基)苯,10-菲咯啉,0.35,{'Lewis'},717
5-三(2-噻吩基)苯,盐酸盐,0.35,{'Lewis'},718
5-三(2-噻吩基)苯,褪黑素,0.35,{'Hbond'},719
5-三(2-噻吩基)苯,S-乙基异硫脲氢溴酸盐,0.35,{'Lewis'},720
5-三(2-噻吩基)苯,"2,4-二氨基-6-氯嘧啶",0.35,{'Lewis'},721
5-三(2-噻吩基)苯,8-辛二胺氢碘酸盐,0.35,{'Lewis'},722
二苯并呋喃,L-高精氨酸盐酸盐,0.35,{'Lewis'},723
二甲氨基硫代乙酰胺盐酸盐,L-高精氨酸盐酸盐,0.35,{'Lewis'},724
二苯并呋喃,对苯二甲胺,0.35,{'Lewis'},725
3-二氨基丙烷二氢溴酸盐,β-环糊精,0.35,{'Lewis'},726
8-二碘二苯并噻吩,"2,4-二氨基-6-氯嘧啶",0.35,{'Lewis'},727
8-二碘二苯并噻吩,8-辛二胺氢碘酸盐,0.35,{'Lewis'},728
8-二碘二苯并噻吩,3-巯基苯甲酸,0.35,{'Lewis'},729
3-二氨基丙烷二氢溴酸盐,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},730
3-二氨基丙烷二氢溴酸盐,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},731
3-二氨基丙烷二氢溴酸盐,L-高精氨酸盐酸盐,0.35,{'Lewis'},732
3-二氨基丙烷二氢溴酸盐,2-乙酰基吡嗪,0.35,{'Lewis'},733
3-二氨基丙烷二氢溴酸盐,2-b]噻吩,0.35,{'Lewis'},734
3-二氨基丙烷二氢溴酸盐,对苯二甲胺,0.35,{'Lewis'},735
3-二氨基丙烷二氢溴酸盐,甲基丙烯酸二甲氨基乙酯,0.35,{'Lewis'},736
3-二氨基丙烷二氢溴酸盐,醋酸甲脒,0.35,{'Lewis'},737
3-二氨基丙烷二氢溴酸盐,10-菲咯啉,0.35,{'Lewis'},738
3-二氨基丙烷二氢溴酸盐,哌嗪单盐酸盐,0.35,{'Lewis'},739
3-二氨基丙烷二氢溴酸盐,盐酸盐,0.35,{'Lewis'},740
8-二碘二苯并噻吩,褪黑素,0.35,{'Hbond'},741
3-二氨基丙烷二氢溴酸盐,S-乙基异硫脲氢溴酸盐,0.35,{'Lewis'},742
3-二氨基丙烷二氢溴酸盐,二甲胺氢碘酸盐,0.35,{'Lewis'},743
3-二氨基丙烷二氢溴酸盐,"2,4-二氨基-6-氯嘧啶",0.35,{'Lewis'},744
3-二氨基丙烷二氢溴酸盐,香豆素,0.35,{'Lewis'},745
3-二氨基丙烷二氢溴酸盐,2-噻吩甲胺氢碘酸盐,0.35,{'Lewis'},746
3-二氨基丙烷二氢溴酸盐,8-辛二胺氢碘酸盐,0.35,{'Lewis'},747
3-二氨基丙烷二氢溴酸盐,3-巯基苯甲酸,0.35,{'Lewis'},748
3-二氨基丙烷二氢溴酸盐,5-三(2-噻吩基)苯,0.35,{'Lewis'},749
3-二氨基丙烷二氢溴酸盐,山梨酸钾,0.35,{'Lewis'},750
3-二氨基丙烷二氢溴酸盐,三氟甲磺酸钠,0.35,{'Lewis'},751
3-二氨基丙烷二氢溴酸盐,二苯并呋喃,0.35,{'Lewis'},752
3-二氨基丙烷二氢溴酸盐,六氟磷酸钾,0.35,{'Lewis'},753
3-二氨基丙烷二氢溴酸盐,8-二碘二苯并噻吩,0.35,{'Lewis'},754
8-二碘二苯并噻吩,S-乙基异硫脲氢溴酸盐,0.35,{'Lewis'},755
8-二碘二苯并噻吩,盐酸盐,0.35,{'Lewis'},756
二甲氨基硫代乙酰胺盐酸盐,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},757
六氟磷酸钾,对苯二甲胺,0.35,{'Lewis'},758
二苯并呋喃,醋酸甲脒,0.35,{'Lewis'},759
二苯并呋喃,10-菲咯啉,0.35,{'Lewis'},760
二苯并呋喃,盐酸盐,0.35,{'Lewis'},761
二苯并呋喃,褪黑素,0.35,{'Hbond'},762
二苯并呋喃,S-乙基异硫脲氢溴酸盐,0.35,{'Lewis'},763
二苯并呋喃,"2,4-二氨基-6-氯嘧啶",0.35,{'Lewis'},764
二苯并呋喃,8-辛二胺氢碘酸盐,0.35,{'Lewis'},765
二苯并呋喃,3-巯基苯甲酸,0.35,{'Lewis'},766
六氟磷酸钾,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},767
六氟磷酸钾,N-碘代丁二酰亚胺,0.35,{'Hbond'},768
六氟磷酸钾,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},769
六氟磷酸钾,L-高精氨酸盐酸盐,0.35,{'Lewis'},770
二甲氨基硫代乙酰胺盐酸盐,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},771
六氟磷酸钾,醋酸甲脒,0.35,{'Lewis'},772
8-二碘二苯并噻吩,10-菲咯啉,0.35,{'Lewis'},773
六氟磷酸钾,10-菲咯啉,0.35,{'Lewis'},774
六氟磷酸钾,盐酸盐,0.35,{'Lewis'},775
六氟磷酸钾,褪黑素,0.35,{'Hbond'},776
六氟磷酸钾,S-乙基异硫脲氢溴酸盐,0.35,{'Lewis'},777
六氟磷酸钾,"2,4-二氨基-6-氯嘧啶",0.35,{'Lewis'},778
六氟磷酸钾,8-辛二胺氢碘酸盐,0.35,{'Lewis'},779
六氟磷酸钾,3-巯基苯甲酸,0.35,{'Lewis'},780
8-二碘二苯并噻吩,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},781
8-二碘二苯并噻吩,N-碘代丁二酰亚胺,0.35,{'Hbond'},782
8-二碘二苯并噻吩,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},783
8-二碘二苯并噻吩,L-高精氨酸盐酸盐,0.35,{'Lewis'},784
8-二碘二苯并噻吩,对苯二甲胺,0.35,{'Lewis'},785
8-二碘二苯并噻吩,醋酸甲脒,0.35,{'Lewis'},786
3-巯基苯甲酸,甲基丙烯酸二甲氨基乙酯,0.35,{'Lewis'},787
山梨酸钾,醋酸甲脒,0.35,{'Lewis'},788
2-噻吩甲胺氢碘酸盐,N-碘代丁二酰亚胺,0.35,{'Hbond'},789
二甲氨基硫代乙酰胺盐酸盐,8-二碘二苯并噻吩,0.35,{'Lewis'},790
香豆素,褪黑素,0.35,{'Hbond'},791
香豆素,S-乙基异硫脲氢溴酸盐,0.35,{'Lewis'},792
香豆素,"2,4-二氨基-6-氯嘧啶",0.35,{'Lewis'},793
2-噻吩甲胺氢碘酸盐,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},794
3-巯基苯甲酸,2-b]噻吩,0.35,{'Lewis'},795
2-噻吩甲胺氢碘酸盐,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},796
2-噻吩甲胺氢碘酸盐,L-高精氨酸盐酸盐,0.35,{'Lewis'},797
苯基三甲基溴化铵,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},798
2-噻吩甲胺氢碘酸盐,对苯二甲胺,0.35,{'Lewis'},799
二甲氨基硫代乙酰胺盐酸盐,3-二氨基丙烷二氢溴酸盐,0.35,{'Lewis'},800
2-噻吩甲胺氢碘酸盐,醋酸甲脒,0.35,{'Lewis'},801
二甲氨基硫代乙酰胺盐酸盐,山梨酸钾,0.35,{'Lewis'},802
二甲氨基硫代乙酰胺盐酸盐,六氟磷酸钾,0.35,{'Lewis'},803
2-噻吩甲胺氢碘酸盐,10-菲咯啉,0.35,{'Lewis'},804
2-噻吩甲胺氢碘酸盐,盐酸盐,0.35,{'Lewis'},805
2-噻吩甲胺氢碘酸盐,褪黑素,0.35,{'Hbond'},806
2-噻吩甲胺氢碘酸盐,S-乙基异硫脲氢溴酸盐,0.35,{'Lewis'},807
2-噻吩甲胺氢碘酸盐,"2,4-二氨基-6-氯嘧啶",0.35,{'Lewis'},808
8-辛二胺氢碘酸盐,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},809
二甲氨基硫代乙酰胺盐酸盐,二苯并呋喃,0.35,{'Lewis'},810
8-辛二胺氢碘酸盐,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},811
8-辛二胺氢碘酸盐,L-高精氨酸盐酸盐,0.35,{'Lewis'},812
香豆素,盐酸盐,0.35,{'Lewis'},813
香豆素,10-菲咯啉,0.35,{'Lewis'},814
苯基三甲基溴化铵,N-碘代丁二酰亚胺,0.35,{'Hbond'},815
香豆素,醋酸甲脒,0.35,{'Lewis'},816
"2,4-二氨基-6-氯嘧啶",噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},817
苯基三甲基溴化铵,对苯二甲胺,0.35,{'Lewis'},818
"2,4-二氨基-6-氯嘧啶",4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},819
"2,4-二氨基-6-氯嘧啶",L-高精氨酸盐酸盐,0.35,{'Lewis'},820
"2,4-二氨基-6-氯嘧啶",2-乙酰基吡嗪,0.35,{'Lewis'},821
"2,4-二氨基-6-氯嘧啶",2-b]噻吩,0.35,{'Lewis'},822
"2,4-二氨基-6-氯嘧啶",对苯二甲胺,0.35,{'Lewis'},823
"2,4-二氨基-6-氯嘧啶",甲基丙烯酸二甲氨基乙酯,0.35,{'Lewis'},824
"2,4-二氨基-6-氯嘧啶",醋酸甲脒,0.35,{'Lewis'},825
"2,4-二氨基-6-氯嘧啶",哌嗪单盐酸盐,0.35,{'Lewis'},826
"2,4-二氨基-6-氯嘧啶",β-环糊精,0.35,{'Lewis'},827
"2,4-二氨基-6-氯嘧啶",盐酸盐,0.35,{'Lewis'},828
"2,4-二氨基-6-氯嘧啶",S-乙基异硫脲氢溴酸盐,0.35,{'Lewis'},829
"2,4-二氨基-6-氯嘧啶",二甲胺氢碘酸盐,0.35,{'Lewis'},830
香豆素,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},831
香豆素,N-碘代丁二酰亚胺,0.35,{'Hbond'},832
香豆素,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},833
香豆素,L-高精氨酸盐酸盐,0.35,{'Lewis'},834
苯基三甲基溴化铵,L-高精氨酸盐酸盐,0.35,{'Lewis'},835
香豆素,对苯二甲胺,0.35,{'Lewis'},836
苯基三甲基溴化铵,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},837
二甲氨基硫代乙酰胺盐酸盐,三氟甲磺酸钠,0.35,{'Lewis'},838
3-巯基苯甲酸,10-菲咯啉,0.35,{'Lewis'},839
8-辛二胺氢碘酸盐,2-乙酰基吡嗪,0.35,{'Lewis'},840
二甲氨基硫代乙酰胺盐酸盐,"2,4-二氨基-6-氯嘧啶",0.35,{'Lewis'},841
3-巯基苯甲酸,4-氨基四氢噻喃盐酸盐,0.35,{'Lewis'},842
二甲氨基硫代乙酰胺盐酸盐,香豆素,0.35,{'Lewis'},843
二甲氨基硫代乙酰胺盐酸盐,3-巯基苯甲酸,0.35,{'Lewis'},844
8-辛二胺氢碘酸盐,醋酸甲脒,0.35,{'Lewis'},845
二甲氨基硫代乙酰胺盐酸盐,8-辛二胺氢碘酸盐,0.35,{'Lewis'},846
3-巯基苯甲酸,噻吩-2-甲脒氢碘酸盐,0.35,{'Lewis'},847
8-辛二胺氢碘酸盐,香豆素,0.35,{'Lewis'},848
8-辛二胺氢碘酸盐,10-菲咯啉,0.35,{'Lewis'},849
8-辛二胺氢碘酸盐,"2,4-二氨基-6-氯嘧啶",0.35,{'Lewis'},850
8-辛二胺氢碘酸盐,二甲胺氢碘酸盐,0.35,{'Lewis'},851
8-辛二胺氢碘酸盐,哌嗪单盐酸盐,0.35,{'Lewis'},852
8-辛二胺氢碘酸盐,S-乙基异硫脲氢溴酸盐,0.35,{'Lewis'},853
二甲氨基硫代乙酰胺盐酸盐,2-噻吩甲胺氢碘酸盐,0.35,{'Lewis'},854
8-辛二胺氢碘酸盐,β-环糊精,0.35,{'Lewis'},855
8-辛二胺氢碘酸盐,盐酸盐,0.35,{'Lewis'},856
3-巯基苯甲酸,L-高精氨酸盐酸盐,0.35,{'Lewis'},857
8-辛二胺氢碘酸盐,2-噻吩甲胺氢碘酸盐,0.35,{'Lewis'},858
8-辛二胺氢碘酸盐,2-b]噻吩,0.35,{'Lewis'},859
二甲氨基硫代乙酰胺盐酸盐,二甲胺氢碘酸盐,0.35,{'Lewis'},860
8-辛二胺氢碘酸盐,对苯二甲胺,0.35,{'Lewis'},861
二甲氨基硫代乙酰胺盐酸盐,5-三(2-噻吩基)苯,0.35,{'Lewis'},862
3-巯基苯甲酸,2-乙酰基吡嗪,0.35,{'Lewis'},863
8-辛二胺氢碘酸盐,甲基丙烯酸二甲氨基乙酯,0.35,{'Lewis'},864
对甲苯磺酸水合物,硫氰酸铅,0.3,"{'Dipole', 'Interface'}",865
四(五氟苯基)硼酸钾,对甲苯磺酸水合物,0.3,"{'Dipole', 'Interface'}",866
(2-苯乙基)磷酸,硫氰酸铅,0.3,"{'Dipole', 'Interface'}",867
四(五氟苯基)硼酸钾,(2-苯乙基)磷酸,0.3,"{'Dipole', 'Interface'}",868
5-三(2-噻吩基)苯,硫氰酸铅,0.15,{'Dipole'},869
四(五氟苯基)硼酸钾,2-乙酰基吡嗪,0.15,{'Dipole'},870
四(五氟苯基)硼酸钾,2-b]噻吩,0.15,{'Dipole'},871
甲基丙烯酸二甲氨基乙酯,硫氰酸铅,0.15,{'Dipole'},872
香豆素,对甲苯磺酸水合物,0.15,{'Interface'},873
8-二碘二苯并噻吩,硫氰酸铅,0.15,{'Dipole'},874
苯基三甲基溴化铵,硫氰酸铅,0.15,{'Dipole'},875
甲基丙烯酸二甲氨基乙酯,(2-苯乙基)磷酸,0.15,{'Interface'},876
苯基三甲基溴化铵,对甲苯磺酸水合物,0.15,{'Interface'},877
四(五氟苯基)硼酸钾,甲基丙烯酸二甲氨基乙酯,0.15,{'Dipole'},878
四(五氟苯基)硼酸钾,六氟磷酸钾,0.15,{'Dipole'},879
四(五氟苯基)硼酸钾,二苯并呋喃,0.15,{'Dipole'},880
四(五氟苯基)硼酸钾,哌嗪单盐酸盐,0.15,{'Dipole'},881
山梨酸钾,(2-苯乙基)磷酸,0.15,{'Interface'},882
四(五氟苯基)硼酸钾,8-二碘二苯并噻吩,0.15,{'Dipole'},883
六氟磷酸钾,对甲苯磺酸水合物,0.15,{'Interface'},884
5-三(2-噻吩基)苯,(2-苯乙基)磷酸,0.15,{'Interface'},885
六氟磷酸钾,(2-苯乙基)磷酸,0.15,{'Interface'},886
六氟磷酸钾,硫氰酸铅,0.15,{'Dipole'},887
对甲苯磺酸水合物,(2-苯乙基)磷酸,0.15,{'Interface'},888
对甲苯磺酸水合物,2-乙酰基吡嗪,0.15,{'Interface'},889
8-二碘二苯并噻吩,(2-苯乙基)磷酸,0.15,{'Interface'},890
香豆素,(2-苯乙基)磷酸,0.15,{'Interface'},891
四(五氟苯基)硼酸钾,三氟甲磺酸钠,0.15,{'Dipole'},892
四(五氟苯基)硼酸钾,山梨酸钾,0.15,{'Dipole'},893
哌嗪单盐酸盐,(2-苯乙基)磷酸,0.15,{'Interface'},894
二甲胺氢碘酸盐,(2-苯乙基)磷酸,0.15,{'Interface'},895
四(五氟苯基)硼酸钾,二甲胺氢碘酸盐,0.15,{'Dipole'},896
二甲胺氢碘酸盐,对甲苯磺酸水合物,0.15,{'Interface'},897
二甲胺氢碘酸盐,硫氰酸铅,0.15,{'Dipole'},898
β-环糊精,硫氰酸铅,0.15,{'Dipole'},899
四(五氟苯基)硼酸钾,香豆素,0.15,{'Dipole'},900
四(五氟苯基)硼酸钾,2-噻吩甲胺氢碘酸盐,0.15,{'Dipole'},901
四(五氟苯基)硼酸钾,硫氰酸铅,0.15,{'Dipole'},902
哌嗪单盐酸盐,硫氰酸铅,0.15,{'Dipole'},903
苯基三甲基溴化铵,(2-苯乙基)磷酸,0.15,{'Interface'},904
2-乙酰基吡嗪,硫氰酸铅,0.15,{'Dipole'},905
2-乙酰基吡嗪,(2-苯乙基)磷酸,0.15,{'Interface'},906
对甲苯磺酸水合物,甲基丙烯酸二甲氨基乙酯,0.15,{'Interface'},907
2-b]噻吩,硫氰酸铅,0.15,{'Dipole'},908
β-环糊精,(2-苯乙基)磷酸,0.15,{'Interface'},909
2-b]噻吩,(2-苯乙基)磷酸,0.15,{'Interface'},910
香豆素,硫氰酸铅,0.15,{'Dipole'},911
四(五氟苯基)硼酸钾,β-环糊精,0.15,{'Dipole'},912
四(五氟苯基)硼酸钾,5-三(2-噻吩基)苯,0.15,{'Dipole'},913
8-二碘二苯并噻吩,对甲苯磺酸水合物,0.15,{'Interface'},914
对甲苯磺酸水合物,2-b]噻吩,0.15,{'Interface'},915
哌嗪单盐酸盐,对甲苯磺酸水合物,0.15,{'Interface'},916
β-环糊精,对甲苯磺酸水合物,0.15,{'Interface'},917
2-噻吩甲胺氢碘酸盐,硫氰酸铅,0.15,{'Dipole'},918
三氟甲磺酸钠,(2-苯乙基)磷酸,0.15,{'Interface'},919
二苯并呋喃,对甲苯磺酸水合物,0.15,{'Interface'},920
三氟甲磺酸钠,对甲苯磺酸水合物,0.15,{'Interface'},921
二苯并呋喃,(2-苯乙基)磷酸,0.15,{'Interface'},922
2-噻吩甲胺氢碘酸盐,对甲苯磺酸水合物,0.15,{'Interface'},923
2-噻吩甲胺氢碘酸盐,(2-苯乙基)磷酸,0.15,{'Interface'},924
5-三(2-噻吩基)苯,对甲苯磺酸水合物,0.15,{'Interface'},925
苯基三甲基溴化铵,四(五氟苯基)硼酸钾,0.15,{'Dipole'},926
二苯并呋喃,硫氰酸铅,0.15,{'Dipole'},927
三氟甲磺酸钠,硫氰酸铅,0.15,{'Dipole'},928
山梨酸钾,对甲苯磺酸水合物,0.15,{'Interface'},929
山梨酸钾,硫氰酸铅,0.15,{'Dipole'},930
2-噻吩甲胺氢碘酸盐,哌嗪单盐酸盐,0.0,set(),931
苯基三甲基溴化铵,8-二碘二苯并噻吩,0.0,set(),932
三氟甲磺酸钠,2-乙酰基吡嗪,0.0,set(),933
三氟甲磺酸钠,2-b]噻吩,0.0,set(),934
三氟甲磺酸钠,甲基丙烯酸二甲氨基乙酯,0.0,set(),935
5-三(2-噻吩基)苯,β-环糊精,0.0,set(),936
8-二碘二苯并噻吩,二甲胺氢碘酸盐,0.0,set(),937
